Title,TV Manual Pull Card,,,,,,,,,,,,,,,,
Mrp Whs Grp,Ws Cd,Joc Cd,Vendor Cd,Vendor Name,Disb Charge Cd,Item No,Item Desc,Whs Cd,Std Pack,Plan Lot Size,Usage,Plan Lot Usage Qty,Completed Qty,Open Qty,Parent Item Desc,Start ECN Accum Qty,End ECN Accum Qty
MRP_WHS_GRP,WS_CD,JOC_CD,VENDOR_CD,VENDOR_DESC,DISB_CHARGE_CD,ITEM_NO,ITEM_DESC,WHS_CD,STD_PACK,PLAN_LOT_SIZE,USAGE_QTY,PLAN_LOT_USAGE_QTY,SUPPLY_QTY,OPEN_QTY,PARENT_ITEM_DESC,START_ECN_ACCUM_QTY,END_ECN_ACCUM_QTY
BTV,FFL10,24400005,313804,SONY ELECT OPERATIONS (CN) LTD,SP,504405601,SHEET THERMAL(BM6SL SRK),RC1B1,1,12,1,12,0,12,SV-41137(VN3)/XR-75X95L/AZ1,1,12
BTV,FFL10,24398004,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504502401,"CUSHION, UPPER R (3L PLD)",RC1S1,1,10,1,10,0,10,SV-41137(VN3)/XR-75X95L/E51,1,10
BTV,FFL10,24394003,003935,NICHIBEI PARTS SDN BHD - SOUTH,SP,503267701,"SILICON,MIC(MKY)",RC1B1,1,15,2,30,0,30,SV-41136(VN3)/XR-85X95L/AZ1,1,15
BTV,FFL10,24392004,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,504561911,BRACKET CI(MLB),RC1B3,1,16,1,16,0,16,SV-41136(VN3)/XR-85X95L/IA2,1,16
BTV,FFL10,24391004,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,504561911,BRACKET CI(MLB),RC1B3,1,7,1,7,0,7,SV-41136(VN3)/XR-85X95L/E51,1,7
BTV,FFL10,24211003,PG0001,GPM TECHNOLOGY SDN BHD,HM,501213702,HEAT SINK(M5 DRN),RB1B1,1,20,1,20,0,20,SV-41120(AZ1)/XR-83A80L/AF1,1,20
BTV,FFL10,24210002,080121,NISSHO PRECISION (MALAYSIA) SB,SP,502377301,"SHT, INSULATION(SGT 4L)M A",RC1B1,1,40,1,40,0,40,SV-41120(AZ1)/XR-83A80L/E51,1,40
BTV,FFL10,22764020,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502432302,"CUSHION, UPPER L (3L RIS)",RC1S1,1,154,1,154,0,154,SV-40051(VN3)/XR-75X90K/UAF1,1,154
BTV,FFL10,22759020,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,503442401,TRAY (4L TGR),RC1S1,1,135,1,135,0,135,SV-40049(VN3)/XR-85X90K/AZ1,1,135
BTV,FFL10,22757009,080026,ENTRUST PRECISION (M) SDN BHD,SP,501552101,+PSW M6*16 W14,RC1B1,1,12,4,48,0,48,SV-40049(VN3)/XR-85X90K/TH8,1,12
BTV,FFL10,22757009,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,503442401,TRAY (4L TGR),RC1S1,1,12,1,12,0,12,SV-40049(VN3)/XR-85X90K/TH8,1,12
BTV,FGL02,24722002,005753,TKR PRECISION (M) SDN BHD,SB,502540615,BRACKET STAND L (PHN),RC1B3,1,42,2,84,0,84,P-MOD (YSDM055INO01)(SVC),1,42
BTV,FGL02,24722002,005101,RYOKA (MALAYSIA) SDN BHD,INJIT,503983541,BEZEL ASSY OC (L PHN),RC1S1,1,42,1,42,0,42,P-MOD (YSDM055INO01)(SVC),1,42
BTV,FGL02,24722002,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,504400901,"SHEET,PROTECTION(T=0.32MM)",RC1S1,1,42,1,42,0,42,P-MOD (YSDM055INO01)(SVC),1,42
BTV,FGL02,24717002,005753,TKR PRECISION (M) SDN BHD,SB,502540615,BRACKET STAND L (PHN),RC1B3,1,42,2,84,0,84,P-MOD (YSDM055LNO01)(SVC),1,42
BTV,FGL02,24660001,000602,CHIYODA INTEGRE CO.(M) SDN BHD,SP,474417701,GASKET SB (3L BGO),RC1B1,1,10,4,40,0,40,SV-41488(AF1)/FW-55BZ30L/AF1,1,10
BTV,FGL02,24660001,005403,SANKO SANGYO (M) SDN BHD,SP,505083202,"LABEL, UP B2B",RC1B1,1,10,1,10,0,10,SV-41488(AF1)/FW-55BZ30L/AF1,1,10
BTV,FGL02,24660001,080124,BANGI PLASTICS SDN BHD,SB,503983901,MIDDLE CHASSIS B (L PHN) A,RC1B3,1,10,1,10,0,10,SV-41488(AF1)/FW-55BZ30L/AF1,1,10
BTV,FGL02,24606003,001504,FORMOSA PROSONIC INDUSTRIES BH,ACC,502222512,"BAG, CL ASSY (2L LYX)",RC1B2,1,110,1,110,0,110,SV-41544(CEI)/FW-55BZ35L/CEI,1,110
BTV,FGL02,24606003,080124,BANGI PLASTICS SDN BHD,SB,503984101,MIDDLE CHASSIS L (L PHN) A,RC1B3,1,110,1,110,0,110,SV-41544(CEI)/FW-55BZ35L/CEI,1,110
BTV,FGL02,24601005,550200,SONY GLOBAL MFG & OPT CORP-IPO,SB,500925812,"BRACKET, WIFI(BNN)",RC1BB,1,602,1,602,0,602,SV-41487(CEI)/FW-55BZ30L/CEI,1,602
BTV,FGL02,24221004,080026,ENTRUST PRECISION (M) SDN BHD,ACC,500986112,VESA SPACER A (COM),RC1B2,1,105,1,105,0,105,SV-41156(HK5)/KD-55X80L/HK5,1,105
BTV,FGL02,23885010,550200,SONY GLOBAL MFG & OPT CORP-IPO,SP,454918602,"SHEET, THERMAL(BM)",RC1B1,1,300,2,600,0,600,SV-41112(VN3)/KD-55X80L/IA2,1,300
BTV,FGL02,23881009,PA1111,ADACHI HOLDINGS LIMITED,SP,101442311,FLEXIBLE FLAT CABLE 68P,RC1B1,1,66,2,132,0,132,SV-41112(VN3)/KD-55X80L/E51,1,66
BTV,FGL02,23857017,000602,CHIYODA INTEGRE CO.(M) SDN BHD,INJITIOP,503762601,REFLECTIVE SHEET (EPH L),RC1S1,1,600,1,600,251,349,SV-41112(VN3)/KD-55X80L/VN3,1,600
BTV,FGL02,22481016,102403,IWATA BOLT SINGAPORE PTE LTD,SP,472654902,"SCREW, M3X3",RC1B1,1,420,6,2520,0,2520,P-MOD (YSCM055CCO01)(SVC),1,420
BTV,FGL02,22453021,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITILS,101326912,MOUNTED PWB LS BAR (EPH L),RC1S3,1,100,10,1000,0,1000,SV-40042(VN3)/KD-55X81DK/VN3,1,100
BTV,FGL02,22406106,PA1099,CLOUD NETWORK TECH SPORE P/L,BRD,100541933,WLAN/BT MODULE(11AC)FXC,RC1B6,1,90,1,90,0,90,SV-40039(VN3)/KD-55X80K/VN3,1,90
BTV,FGL02,22406106,080012,AUREUMAEX PRECISION PLASTICS M,INJIT,502459014,REAR COVER ASSY (L LYX),RC1S1,1,90,1,90,0,90,SV-40039(VN3)/KD-55X80K/VN3,1,90
BTV,FGL03,24630004,005753,TKR PRECISION (M) SDN BHD,ITCI,500907272,SOURCE SHIELD R (2L COM),RC1B7,1,168,1,168,0,168,SV-41498(CEI)/FW-65BZ40L/CEI,1,168
BTV,FGL03,24199006,080145,YH PRECISION (M) SDN BHD,INJIT,504484602,BACK CHASSIS ASSY (2L CBN),RC1S1,1,238,1,238,0,238,SV-41132(VN3)/XR-65X90L/IA2,1,238
BTV,FGL03,24192014,080026,ENTRUST PRECISION (M) SDN BHD,SP,501552101,+PSW M6*16 W14,RC1B1,1,677,4,2708,0,2708,SV-41132(VN3)/XR-65X90L/AZ1,1,677
BTV,FGL03,24192014,313804,SONY ELECT OPERATIONS (CN) LTD,SP,502734101,"SHEET, THERMAL (RIS)",RC1B1,1,677,3,2031,0,2031,SV-41132(VN3)/XR-65X90L/AZ1,1,677
BTV,FGL03,24188004,550200,SONY GLOBAL MFG & OPT CORP-IPO,HM,504734801,"HOLDER, HS WS (CBN)",RB1B1,1,109,8,872,0,872,SV-41132(VN3)/XR-65X90L/AF1,1,109
BTV,FGL03,24188004,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101753111,FLEXIBLE FLAT CABLE 25P,RC1B1,1,109,1,109,0,109,SV-41132(VN3)/XR-65X90L/AF1,1,109
BTV,FGL03,24188004,080125,PERCETAKAN TENAGA SDN BHD,ACC,504875712,REFERENCE GUIDE,RC1B2,1,109,1,109,0,109,SV-41132(VN3)/XR-65X90L/AF1,1,109
BTV,FGL03,24187005,102403,IWATA BOLT SINGAPORE PTE LTD,SP,472654902,"SCREW, M3X3",RC1B1,1,79,7,553,0,553,SV-41132(VN3)/XR-65X90L/E51,1,79
BTV,FGL03,24182004,080125,PERCETAKAN TENAGA SDN BHD,ACC,504875911,SETUP GUIDE,RC1B2,1,47,1,47,0,47,SV-41132(VN3)/XR-65X90L/MY1,1,47
BTV,FGL03,24181003,080125,PERCETAKAN TENAGA SDN BHD,ACC,504875911,SETUP GUIDE,RC1B2,1,161,1,161,0,161,SV-41132(VN3)/XR-65X90L/TH8,1,161
BTV,FGL03,24174010,080026,ENTRUST PRECISION (M) SDN BHD,SP,501552101,+PSW M6*16 W14,RC1B1,1,95,4,380,0,380,SV-41132(VN3)/XR-65X90L/VN3,1,95
BTV,FGL03,23875009,313804,SONY ELECT OPERATIONS (CN) LTD,SP,100643812,CONNECTOR ASSY 4P (LS),RC1B1,1,168,1,168,0,168,SV-41111(VN3)/KD-65X80L/UAF1,1,168
BTV,FGL03,23867008,550200,SONY GLOBAL MFG & OPT CORP-IPO,ACC,100565511,ALKALINE MANGANESE BATTERY,RC1B2,1,183,1,183,0,183,SV-41111(VN3)/KD-65X80L/AF1,1,183
BTV,FGL03,23865006,102403,IWATA BOLT SINGAPORE PTE LTD,SP,472654902,"SCREW, M3X3",RC1B1,1,184,6,1104,0,1104,SV-41111(VN3)/KD-65X80L/MY1,1,184
BTV,FGL03,23865006,000602,CHIYODA INTEGRE CO.(M) SDN BHD,SP,502774101,"SHEET, INSULATION (2L PHN) A",RC1B1,1,184,1,184,0,184,SV-41111(VN3)/KD-65X80L/MY1,1,184
BTV,FGL03,23865006,005753,TKR PRECISION (M) SDN BHD,SB,502540642,BRACKET STAND L (PHN),RC1B3,1,184,2,368,0,368,SV-41111(VN3)/KD-65X80L/MY1,1,184
BTV,FGL03,22593028,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,501541572,BRACKET SIDE (BNN) A,RC1B3,1,54,1,54,0,54,SV-40052(VN3)/XR-65X90K/MY1,1,54
BTV,FGL03,22593028,000602,CHIYODA INTEGRE CO.(M) SDN BHD,INJITIOP,503554401,REFLECTIVE SHEET (TGR 2L),RC1S1,1,54,1,54,0,54,SV-40052(VN3)/XR-65X90K/MY1,1,54
BTV,FGL03,22456014,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,503735111,SETUP GUIDE,RC1B2,1,50,1,50,0,50,SV-40038(VN3)/KD-65X81DK/VN3,1,50
BTV,FGL05,24584002,S80003,SONY TAIWAN LIMITED,INJITIOP,504602901,DIFFUSER PLATE (ERP L),RC1S1,1,20,1,20,0,20,SV-41470(HK5)/KD-55X85L/HK5,1,20
BTV,FGL05,24511004,PA1092,CHINA STAR OPTOELEC INTL HK,OCELLTCON,101716011,MOUNTED PWB E-T-CON (55),RC1S3,1,91,1,91,0,91,SV-41720(E33)/KD-55X85L/E33,1,91
BTV,FGL05,24380006,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,502172301,TRAY (L PHN),RC1S1,1,165,1,165,0,165,SV-41464(PL1)/KD-55X85L/PL1,1,165
BTV,FGL05,24366004,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,504581402,BRACKET SIDE (CBN) A,RC1B3,1,43,1,43,0,43,SV-41447(VN3)/KD-55X85L/IA2,1,43
BTV,FGL05,24366003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504483601,BEZEL BT ASSY (L ERP),RC1S1,1,100,1,100,0,100,SV-41447(VN3)/KD-55X85L/IA2,1,100
BTV,FGL05,24364007,003010,KAWAGUCHI MFG. SDN BHD,INJIT,504507612,REAR COVER ASSY (L ERP),RC1S1,1,47,1,47,0,47,SV-41447(VN3)/KD-55X85L/AZ1,1,47
BTV,FGL05,24363004,PA1099,CLOUD NETWORK TECH SPORE P/L,BRD,100541933,WLAN/BT MODULE(11AC)FXC,RC1B6,1,195,1,195,0,195,SV-41447(VN3)/KD-55X85L/AF1,1,195
BTV,FGL05,24363004,PA1053,ESTEC JAPAN CORPORATION,SB,101643321,"SP-BOX ASSY,FY23 W22L DBR-EB",RC1BB,1,195,1,195,0,195,SV-41447(VN3)/KD-55X85L/AF1,1,195
BTV,FGL05,24359001,PA1111,ADACHI HOLDINGS LIMITED,SP,101129211,FLEXIBLE FLAT CABLE 60P,RC1B1,1,10,2,20,0,20,SV-41447(VN3)/KD-55X85L/TH8,1,10
BTV,FGL05,24359001,313804,SONY ELECT OPERATIONS (CN) LTD,SP,505161801,"SHEET, THERMAL (CBN TCON)",RC1B1,1,10,1,10,0,10,SV-41447(VN3)/KD-55X85L/TH8,1,10
BTV,FGL05,24359001,PA1053,ESTEC JAPAN CORPORATION,SB,101643311,"SP-BOX ASSY,FY23 W22L DBR-EA",RC1BB,1,10,1,10,0,10,SV-41447(VN3)/KD-55X85L/TH8,1,10
BTV,FGL05,24359001,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,502240301,"BAG,PROTECTION SLIT(1500X1050)",RC1S1,1,10,1,10,0,10,SV-41447(VN3)/KD-55X85L/TH8,1,10
BTV,FGL05,24312008,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,504589001,DIFFUSER PLATE (CBN L),RC1S1,1,80,1,80,0,80,SV-41150(PL1)/XR-55X90L/PL1,1,80
BTV,FGL05,24312008,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504444201,CUSHION SIDE (L CBN),RC1S1,1,80,2,160,0,160,SV-41150(PL1)/XR-55X90L/PL1,1,80
BTV,FGL05,24251009,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101772511,FLEXIBLE FLAT CABLE 41P,RC1B1,1,182,1,182,0,182,SV-41476(TW6)/KM-55X85L/TW6,1,182
BTV,FGL05,24251008,313804,SONY ELECT OPERATIONS (CN) LTD,BRD,101706211,G31C-STATIC CONVERTER (TV),RC1B6,1,100,1,100,0,100,SV-41476(TW6)/KM-55X85L/TW6,1,100
BTV,FGL05,24207005,PA1242,FORMOSA PROSONIC IND BHD,SB,101643221,"SP-BOX ASSY, FY23 W22L DBR-FB",RC1BB,1,81,1,81,0,81,SV-41134(VN3)/XR-55X90L/IA2,1,81
BTV,FGL05,24197007,313804,SONY ELECT OPERATIONS (CN) LTD,SB,504470801,STAND R (L CBN) A,RC1BB,1,65,1,65,0,65,SV-41134(VN3)/XR-55X90L/E51,1,65
BTV,FGL05,24167006,PA1085,TSB (HK) INTERNATIONAL CO LTD,SP,101753511,FLEXIBLE FLAT CABLE 41P,RC1B1,1,22,1,22,0,22,SV-41134(VN3)/XR-55X90L/VN3,1,22
BTV,FGL05,24150013,002731,JYE TAI PRECISION INDUSTRIAL,SP,178550421,"ADAPTOR, CONVERSION",RC1B1,1,216,1,216,0,216,SV-41142(PL1)/KD-55X80L/PL1,1,216
BTV,FGL05,24108032,S80003,SONY TAIWAN LIMITED,INJITIOP,504602901,DIFFUSER PLATE (ERP L),RC1S1,1,992,1,992,0,992,P-MOD (YDDM055DCS01),1,992
BTV,FGL05,24108030,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,504581901,"OUTER CTN, PMOD (L CBN)",RC1S1,1,1040,0.0625,65,59,6,P-MOD (YDDM055DCS01),1,1040
BTV,FGL05,23886007,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503338801,BEZEL BT ASSY (L EPH),RC1S1,1,84,1,84,0,84,SV-41112(VN3)/KD-55X80L/UAF1,1,84
BTV,FGL05,23883013,PA1114,HAMBURG (JIANGSU) CO LTD,SP,100650611,FLEXIBLE FLAT CABLE 20P,RC1B1,1,80,1,80,0,80,SV-41112(VN3)/KD-55X80L/AF1,1,80
BTV,FGL05,23883013,PA1053,ESTEC JAPAN CORPORATION,SB,100451051,"SP-BOX ASSY,FY21 W30L-EA",RC1BB,1,80,1,80,0,80,SV-41112(VN3)/KD-55X80L/AF1,1,80
BTV,FGL05,23878008,100629,C.G. DEVELOPMENT LTD,ACC,101694111,REMOTE COMMANDER (RMF-TX810P),RC1B2,1,117,1,117,0,117,SV-41112(VN3)/KD-55X80L/MY1,1,117
BTV,FGL05,23859013,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,504816911,REFERENCE GUIDE,RC1B2,1,216,1,216,0,216,SV-41186(TW6)/KM-55X80L/TW6,1,216
BTV,FGL05,23859013,080012,AUREUMAEX PRECISION PLASTICS M,INJIT,502459014,REAR COVER ASSY (L LYX),RC1S1,1,216,1,216,0,216,SV-41186(TW6)/KM-55X80L/TW6,1,216
BTV,FGL05,23302045,313804,SONY ELECT OPERATIONS (CN) LTD,ACC,184959511,POWER-SUPPLY CORD (WITH CONN.),RC1B2,1,600,1,600,0,600,SV-40410(J1)/XRJ-55X90K/MJ1,1,600
BTV,FGL05,23302045,003638,MAY-PLASTICS MANUFACTURERS S/B,SB,474560801,AC COVER (AT),RC1B3,1,600,1,600,0,600,SV-40410(J1)/XRJ-55X90K/MJ1,1,600
BTV,FGL05,23302045,080012,AUREUMAEX PRECISION PLASTICS M,INJIT,502338754,REAR COVER ASSY (L RIS),RC1S1,1,600,1,600,0,600,SV-40410(J1)/XRJ-55X90K/MJ1,1,600
BTV,FGL05,22522024,PA1085,TSB (HK) INTERNATIONAL CO LTD,SP,100711112,FLEXIBLE FLAT CABLE 51P,RC1B1,1,89,1,89,0,89,SV-40055(VN3)/XR-55X90K/AF1,1,89
BTV,FGL05,22509023,PA1085,TSB (HK) INTERNATIONAL CO LTD,SP,100711112,FLEXIBLE FLAT CABLE 51P,RC1B1,1,27,1,27,0,27,SV-40055(VN3)/XR-55X90K/MY1,1,27
BTV,FGL06,24677002,PA1099,CLOUD NETWORK TECH SPORE P/L,BRD,100541933,WLAN/BT MODULE(11AC)FXC,RC1B6,1,30,1,30,0,30,SV-41738(AF1)/FW-65BZ35L/AF1,1,30
BTV,FGL06,24631004,005101,RYOKA (MALAYSIA) SDN BHD,SB,500898911,MIDDLE CHASSIS R (2L BNN) A,RC1B3,1,840,1,840,0,840,SV-41543(CEI)/FW-65BZ35L/CEI,1,840
BTV,FGL06,24631003,005753,TKR PRECISION (M) SDN BHD,SB,502540615,BRACKET STAND L (PHN),RC1B3,1,118,2,236,0,236,SV-41543(CEI)/FW-65BZ35L/CEI,1,118
BTV,FGL06,24631003,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,500840701,TRAY (2L BNN),RC1S1,1,118,1,118,0,118,SV-41543(CEI)/FW-65BZ35L/CEI,1,118
BTV,FGL06,24475005,080124,BANGI PLASTICS SDN BHD,ITCI,504489101,SUPPORTER PIN (L COM 2),RC1B7,1,81,18,1458,0,1458,SV-41719(E33)/KD-65X85L/E33,1,81
BTV,FGL06,24475005,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,504477101,STAND L (L ERP) A,RC1S1,1,81,1,81,0,81,SV-41719(E33)/KD-65X85L/E33,1,81
BTV,FGL06,24354004,PA1114,HAMBURG (JIANGSU) CO LTD,SP,101768111,FLEXIBLE FLAT CABLE 30P,RC1B1,1,50,1,50,0,50,SV-41446(VN3)/KD-65X85L/IA2,1,50
BTV,FGL06,24354004,105715,TOKYO BYOKANE (S) PTE LTD,SP,258059201,"SCREW, +PSW M3X8",RC1B1,1,50,1,50,0,50,SV-41446(VN3)/KD-65X85L/IA2,1,50
BTV,FGL06,24351004,550200,SONY GLOBAL MFG & OPT CORP-IPO,HM,504734801,"HOLDER, HS WS (CBN)",RB1B1,1,67,4,268,0,268,SV-41446(VN3)/KD-65X85L/E51,1,67
BTV,FGL06,24351004,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101767611,FLEXIBLE FLAT CABLE 25P,RC1B1,1,67,1,67,0,67,SV-41446(VN3)/KD-65X85L/E51,1,67
BTV,FGL06,24346006,PA1092,CHINA STAR OPTOELEC INTL HK,ITCOCELL,101716111,LIQUID CRYSTAL ELEMENT(C65D07),RCGS1,1,84,1,84,0,84,SV-41446(VN3)/KD-65X85L/AZ1,1,84
BTV,FGL06,24343004,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101772511,FLEXIBLE FLAT CABLE 41P,RC1B1,1,117,1,117,0,117,SV-41446(VN3)/KD-65X85L/AF1,1,117
BTV,FGL06,24174009,105715,TOKYO BYOKANE (S) PTE LTD,SP,258059201,"SCREW, +PSW M3X8",RC1B1,1,261,1,261,0,261,SV-41132(VN3)/XR-65X90L/VN3,1,261
BTV,FGL06,23864005,080026,ENTRUST PRECISION (M) SDN BHD,SP,447251811,"SCREW, +PSW M3X6",RC1B1,1,35,9,630,0,630,SV-41111(VN3)/KD-65X80L/TH8,1,35
BTV,FGL06,23864005,080124,BANGI PLASTICS SDN BHD,SB,500921712,BRACKET COVER (COM),RC1B3,1,35,2,70,0,70,SV-41111(VN3)/KD-65X80L/TH8,1,35
BTV,FGL06,23338006,080124,BANGI PLASTICS SDN BHD,ITCI,501348211,SUPPORTER PIN (COM),RC1B7,1,98,12,1176,0,1176,P-MOD (YDAS055DNS01)(SERVICE),1,98
BTV,FGL06,23338006,313804,SONY ELECT OPERATIONS (CN) LTD,SB,500900122,MID CHASSIS B ASSY (L APL),RC1BB,1,98,1,98,0,98,P-MOD (YDAS055DNS01)(SERVICE),1,98
BTV,FGL06,23338006,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,500912761,BEZEL T ASSY (L APL),RC1S1,1,98,1,98,0,98,P-MOD (YDAS055DNS01)(SERVICE),1,98
BTV,FGL06,23153016,000008,ASAHI BEST BASE SDN BHD,SP,101449011,CONNECTOR ASSY 30P,RC1B1,1,25,1,25,0,25,SV-40182(HK5)/KD-65X85K/HK5,1,25
BTV,FGL06,23153016,080124,BANGI PLASTICS SDN BHD,SB,502451613,"COVER, TOP (COM)",RC1B3,1,25,1,25,0,25,SV-40182(HK5)/KD-65X85K/HK5,1,25
BTV,FGL06,22730028,005403,SANKO SANGYO (M) SDN BHD,SP,504184821,"LABEL, UAE ENERGY(HRS), CAR",RC1B1,1,120,1,120,0,120,SV-40270(VN3)/KD-65X85K/UAF1,1,120
BTV,FGL06,22728024,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,503847711,SETUP GUIDE,RC1B2,1,336,1,336,0,336,SV-40270(VN3)/KD-65X85K/E51,1,336
BTV,FGL06,22728024,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,503313311,"STAND, R (2L HRS) A",RC1S1,1,336,1,336,0,336,SV-40270(VN3)/KD-65X85K/E51,1,336
BTV,FGL06,20336033,005101,RYOKA (MALAYSIA) SDN BHD,SB,500926511,"LIGHT, GUIDE OPT(BNN)",RC1B3,1,95,1,95,0,95,SV-38708(AF1)/FW-65BZ40H/1AF1,1,95
BTV,FGL08,24653001,550200,SONY GLOBAL MFG & OPT CORP-IPO,SP,265077021,"SLIDE, CLAMP",RC1B1,1,60,2,120,74,46,SV-41450(VN3)/XR-65A95L/AZ1,1,60
BTV,FGL08,24629001,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504541901,"CUSHION,UPPER (L MLB)",RC1S1,1,80,1,80,63,17,SV-41451(AZ1)/XR-55A95L/AZ1,1,80
BTV,FGL08,24216005,080124,BANGI PLASTICS SDN BHD,SB,503367001,TOP COVER (COM SEP),RC1B3,1,10,1,10,0,10,SV-41716(E33)/XR-65A80L/E33,1,10
BTV,FGL08,24173003,550200,SONY GLOBAL MFG & OPT CORP-IPO,ACC,100565511,ALKALINE MANGANESE BATTERY,RC1B2,1,85,1,85,0,85,SV-41164(HK5)/XR-65A80L/HK5,1,85
BTV,FGL08,24173003,080026,ENTRUST PRECISION (M) SDN BHD,ACC,500986112,VESA SPACER A (COM),RC1B2,1,85,1,85,0,85,SV-41164(HK5)/XR-65A80L/HK5,1,85
BTV,FGL08,24123008,000008,ASAHI BEST BASE SDN BHD,SP,101449521,CONNECTOR ASSY 28P (GB),RC1B1,1,103,1,103,0,103,SV-41125(VN3)/XR-55A80L/AF1,1,103
BTV,FGL08,24118011,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101465911,FLEXIBLE FLAT CABLE 20P,RC1B1,1,61,1,61,0,61,SV-41123(VN3)/XR-65A80L/AZ1,1,61
BTV,FGL08,24117007,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,454237201,"ENVELOPE, WARRANTY CARD",RC1B2,1,15,1,15,0,15,SV-41123(VN3)/XR-65A80L/IA2,1,15
BTV,FGL08,24117007,PA1053,ESTEC JAPAN CORPORATION,SB,101346911,"SP-BOX ASSY,FY22 W40L-A",RC1BB,1,15,1,15,0,15,SV-41123(VN3)/XR-65A80L/IA2,1,15
BTV,FGL08,24115006,080026,ENTRUST PRECISION (M) SDN BHD,SP,501552101,+PSW M6*16 W14,RC1B1,1,130,4,520,0,520,SV-41123(VN3)/XR-65A80L/AF1,1,130
BTV,FGL08,24114006,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,504926301,"CARTON, INDIVIDUAL (2L SEP2)",RC1S1,1,24,1,24,0,24,SV-41123(VN3)/XR-65A80L/MY1,1,24
BTV,FGL08,24112004,080134,UPKL PRESS SDN BHD,ACC,504810113,REFERENCE GUIDE,RC1B2,1,73,1,73,0,73,SV-41123(VN3)/XR-65A80L/TH8,1,73
BTV,FGL08,24096009,PA1264,DONGGUAN CITY SANJI ELECT C/L,ACC,101358811,ISOLATOR ANTENNA,RC1B2,1,100,1,100,0,100,SV-41123(VN3)/XR-65A80L/VN3,1,100
BTV,FGL08,23953042,080124,BANGI PLASTICS SDN BHD,INJIT,503365152,REAR COVER (L SEP) A,RC1S1,1,396,1,396,200,196,SV-41321(J1)/XRJ-55A80L/J1,1,396
BTV,FGL12,24597004,PA1111,ADACHI HOLDINGS LIMITED,SP,101773011,FLEXIBLE FLAT CABLE 20P,RC1B1,1,21,1,21,0,21,SV-41718(E33)/KD-75X85L/E33,1,21
BTV,FGL12,24597004,100629,C.G. DEVELOPMENT LTD,ACC,101694211,REMOTE COMMANDER (RMF-TX810V),RC1B2,1,21,1,21,0,21,SV-41718(E33)/KD-75X85L/E33,1,21
BTV,FGL12,24592003,313804,SONY ELECT OPERATIONS (CN) LTD,SP,504405501,SHEET THERMAL(BM6SL M6L),RC1B1,1,96,6,576,0,576,SV-41128(VN3)/XR-85X90L/E51,1,96
BTV,FGL12,24592003,000602,CHIYODA INTEGRE CO.(M) SDN BHD,SP,504571811,"SHEET, INSULATION (4L CBN) A",RC1B1,1,96,1,96,0,96,SV-41128(VN3)/XR-85X90L/E51,1,96
BTV,FGL12,24589002,PA1111,ADACHI HOLDINGS LIMITED,SP,101768611,FLEXIBLE FLAT CABLE 30P,RC1B1,1,35,1,35,0,35,SV-41128(VN3)/XR-85X90L/MY1,1,35
BTV,FGL12,24589002,080125,PERCETAKAN TENAGA SDN BHD,ACC,504875712,REFERENCE GUIDE,RC1B2,1,35,1,35,0,35,SV-41128(VN3)/XR-85X90L/MY1,1,35
BTV,FGL12,24589002,PA1043,WISTRON NEWEB CORPORATION,BRD,100541914,WLAN/BT MODULE(11AC),RC1B6,1,35,1,35,0,35,SV-41128(VN3)/XR-85X90L/MY1,1,35
BTV,FGL12,24589002,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,35,1,35,0,35,SV-41128(VN3)/XR-85X90L/MY1,1,35
