MRP_WHS,Reference,Part_No,Part_Description,Dely_Pattern,Supplier,Po_Number,Delivery_Qty,WS_CD,Ship_To_Location,Date_n_ETA,Trans_DT,Process_DT,Rcv_DT,Rcv_Qty,JOC_CD,Outstanding_Qty,Rcv_Status,Batch_ID,Export_Date
BTV,,504711701,CUS SIDE CTR PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886082,4,FGL32,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,4,ORDERED,0608G,
BTV,,504711701,CUS SIDE CTR PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1134400111,18,FGL32,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,18,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634094,43,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,43,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634094,8,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,8,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634096,6,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,6,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634096,41,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,41,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634098,12,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,12,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634098,82,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,82,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634100,6,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,6,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634100,41,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,41,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634102,6,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,6,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634102,41,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,41,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634104,41,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24307002,41,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634104,7,FGL12,S3,05/24/2023  6:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,7,ORDERED,0608G,
BTV,,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282007,12,FGL16,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,502291301,"CUSHION,LOW LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282009,12,FGL16,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,502291401,"CUSHION,UPP RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282011,24,FGL16,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,24,ORDERED,0608G,
BTV,,502291501,"CUSHION,UPP LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282013,24,FGL16,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,24,ORDERED,0608G,
BTV,,502291701,"CUSHION,SIDE CTR PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282016,50,FGL16,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,50,ORDERED,0608G,
BTV,,503524501,"CUSH, UPP LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282033,8,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,8,ORDERED,0608G,
BTV,,503524601,"CUSH, UPP RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282035,8,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,8,ORDERED,0608G,
BTV,,503524701,"CUSH, UPP CTR PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282037,17,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,17,ORDERED,0608G,
BTV,,503524701,"CUSH, UPP CTR PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282037,1,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,1,ORDERED,0608G,
BTV,,503524701,"CUSH, UPP CTR PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282037,3,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24153004,3,ORDERED,0608G,
BTV,,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,9,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24153004,9,ORDERED,0608G,
BTV,,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,16,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,16,ORDERED,0608G,
BTV,,503525001,"CUSH, LOW LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282042,3,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24153004,3,ORDERED,0608G,
BTV,,503525001,"CUSH, LOW LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282042,6,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,6,ORDERED,0608G,
BTV,,503525101,"CUSH, LOW RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282044,6,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,6,ORDERED,0608G,
BTV,,503525101,"CUSH, LOW RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282044,3,FGL24,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24153004,3,ORDERED,0608G,
BTV,,504711201,CUS LOW LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886076,10,FGL32,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,10,ORDERED,0608G,
BTV,,504711301,CUS LOW RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886078,10,FGL32,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,10,ORDERED,0608G,
BTV,,504711401,CUS UPP LFT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886079,10,FGL32,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,10,ORDERED,0608G,
BTV,,504711501,CUS UPP RGT PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886080,10,FGL32,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,10,ORDERED,0608G,
BTV,,504711601,CUS UPP CTR PMOD (L MLB),TYPE1,TOKOPAK SDN BHD-080140,1133886081,6,FGL32,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24201010,6,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634094,8,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,8,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634094,29,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,29,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282094,35,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,35,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634096,10,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,10,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634096,54,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,54,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282095,12,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,12,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634098,20,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,20,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634098,132,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,132,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282097,24,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,24,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634100,10,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,10,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634100,42,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,42,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634102,10,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,10,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634102,38,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,38,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282098,28,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,28,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634104,9,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24289004,9,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634104,63,FGL12,S3,05/24/2023  8:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,63,ORDERED,0608G,
BTV,,500840902,"CUSHION, FRONT (2L BNN)",TYPE1,TOKOPAK SDN BHD-080140,1133282002,10,FGL06,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,20579033,10,ORDERED,0608G,
BTV,,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282007,12,FGL16,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,502291301,"CUSHION,LOW LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282009,12,FGL16,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,503524501,"CUSH, UPP LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282033,9,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,9,ORDERED,0608G,
BTV,,503524501,"CUSH, UPP LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282033,7,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,7,ORDERED,0608G,
BTV,,503524601,"CUSH, UPP RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282035,7,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,7,ORDERED,0608G,
BTV,,503524601,"CUSH, UPP RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282035,9,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,9,ORDERED,0608G,
BTV,,503524701,"CUSH, UPP CTR PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282037,14,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,14,ORDERED,0608G,
BTV,,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,16,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,16,ORDERED,0608G,
BTV,,503525001,"CUSH, LOW LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282042,1,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,1,ORDERED,0608G,
BTV,,503525001,"CUSH, LOW LFT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282042,11,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,11,ORDERED,0608G,
BTV,,503525101,"CUSH, LOW RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282044,1,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,1,ORDERED,0608G,
BTV,,503525101,"CUSH, LOW RGT PMOD (L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282044,11,FGL24,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,23808012,11,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282094,48,FGL12,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,48,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282095,48,FGL12,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,48,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282096,2,FGL12,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,2,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634098,94,FGL12,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,94,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282097,48,FGL12,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,48,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282098,48,FGL12,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,48,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634104,49,FGL12,S3,05/24/2023 10:00:00 AM,05/22/2023  3:00:00 PM,,,0,24308002,49,ORDERED,0608G,
BTV,,500840902,"CUSHION, FRONT (2L BNN)",TYPE1,TOKOPAK SDN BHD-080140,1133282002,100,FGL06,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,20579034,100,ORDERED,0608G,
BTV,,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282007,12,FGL16,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,502291301,"CUSHION,LOW LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282009,12,FGL16,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,12,ORDERED,0608G,
BTV,,502291401,"CUSHION,UPP RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282011,4,FGL16,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,4,ORDERED,0608G,
BTV,,502291401,"CUSHION,UPP RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282011,19,FGL16,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,19,ORDERED,0608G,
BTV,,502291501,"CUSHION,UPP LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282013,4,FGL16,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,4,ORDERED,0608G,
BTV,,502291501,"CUSHION,UPP LFT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282013,19,FGL16,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,19,ORDERED,0608G,
BTV,,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,15,FGL24,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23808012,15,ORDERED,0608G,
BTV,,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",TYPE1,TOKOPAK SDN BHD-080140,1133282040,1,FGL24,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,23808012,1,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282094,64,FGL12,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,64,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282095,60,FGL12,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,60,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282096,120,FGL12,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,120,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282097,60,FGL12,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,60,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282098,60,FGL12,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,60,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1131634104,2,FGL12,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,2,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282099,61,FGL12,S3,05/24/2023 12:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,61,ORDERED,0608G,
BTV,,500840902,"CUSHION, FRONT (2L BNN)",TYPE1,TOKOPAK SDN BHD-080140,1133282002,60,FGL06,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,20579034,60,ORDERED,0608G,
BTV,,502291601,"CUSHION,UPP CTR PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282015,4,FGL16,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,4,ORDERED,0608G,
BTV,,502291601,"CUSHION,UPP CTR PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282015,17,FGL16,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,17,ORDERED,0608G,
BTV,,502291701,"CUSHION,SIDE CTR PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282016,8,FGL16,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,8,ORDERED,0608G,
BTV,,502291701,"CUSHION,SIDE CTR PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282016,33,FGL16,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,33,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282094,44,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,44,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282094,4,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,4,ORDERED,0608G,
BTV,,504959502,"CUSHION, LOWER C (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282094,16,FFL10,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22762016,16,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282095,46,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,46,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282095,2,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,2,ORDERED,0608G,
BTV,,504959602,"CUSHION, LOWER LR (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282095,18,FFL10,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22762016,18,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282096,92,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,92,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282096,4,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,4,ORDERED,0608G,
BTV,,504959701,"CUSHION, SIDE (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282096,36,FFL10,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22762016,36,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282097,2,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,2,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282097,18,FFL10,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22762016,18,ORDERED,0608G,
BTV,,504959801,"CUSHION, UPPER L (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282097,46,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,46,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282098,2,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,2,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282098,46,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,46,ORDERED,0608G,
BTV,,504959901,"CUSHION, UPPER R (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282098,18,FFL10,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22762016,18,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282099,4,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,4,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282099,14,FFL10,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,22762016,14,ORDERED,0608G,
BTV,,504960001,"CUSHION, FRONT (4L TGR)",TYPE1,TOKOPAK SDN BHD-080140,1133282099,45,FGL12,S3,05/24/2023  2:00:00 PM,05/22/2023  3:00:00 PM,,,0,24308002,45,ORDERED,0608G,
BTV,,500840902,"CUSHION, FRONT (2L BNN)",TYPE1,TOKOPAK SDN BHD-080140,1133282002,60,FGL06,S3,05/24/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,20579034,60,ORDERED,0608G,
BTV,,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282007,24,FGL14,S3,05/24/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590052,24,ORDERED,0608G,
BTV,,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282007,4,FGL16,S3,05/24/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,4,ORDERED,0608G,
BTV,,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",TYPE1,TOKOPAK SDN BHD-080140,1133282007,7,FGL16,S3,05/24/2023  4:00:00 PM,05/22/2023  3:00:00 PM,,,0,23590051,7,ORDERED,0608G,
